Journey_Id,Workflow_Type,Total_Gt_Blocks,Line_Break,Merge,Split_Edits,Split_Merge,Size_Change,Line_Shift,Position_Shift,Alignment_Change,Region_Change,Extra_Block,Missing_Block,Block_Match_Time_Drift,VTT_Style,Spanwise_Style_Change,Punctuation_Edits,Word_Edits,Musical_Lyrics,Closed_Caption,Speaker_Transition,Content_Duration,Tier,Created_At
f66029f8-51ce-4b35-8d8e-f1b1cd73d338,emt_dialog,600,32,2,48,6,,,,,127,474,473,65,,111,34,50,0,,28,31.748949999999997,2,2026-04-24T03:59:04.634351
e5cbf4f4-72cf-4872-8b9b-480c7c013613,closed_captioning,916,74,3,306,158,0,22,0,0,,84,45,167,0,,227,220,0,98,133,42.334651692708334,3,2026-04-23T22:38:40.323863
563c35a7-73ef-4dec-9eac-c9b1cdfb9304,closed_captioning,568,75,12,156,91,0,49,1,1,,4,11,13,22,,83,89,0,133,80,22.880635579427082,2,2026-04-23T20:29:27.953852
5a1ed699-ed5f-4a1a-9de6-831c060a1d2e,emt_dialog,1407,157,19,463,146,,,,,1262,197,145,44,,1226,363,441,0,,253,124.1418,2,2026-04-23T13:34:35.489143
458a55df-e128-4a9f-aebe-bf75d6330559,closed_captioning,472,67,3,92,79,0,20,0,0,,7,7,18,0,,115,66,0,36,14,21.018218994140625,1,2026-04-23T12:31:40.830388
716923d3-8ee5-4924-a7ea-cf78b571eb93,closed_captioning,907,105,1,306,234,0,77,0,0,,6,6,10,0,,106,85,0,50,30,43.419071451822916,2,2026-04-23T11:50:00.031356
6e67c527-ab65-4c19-b5ef-ec36c74edeac,emt_dialog,559,4,0,39,13,,,,,60,503,499,7,,37,36,46,0,,20,46.714450000000006,2,2026-04-23T07:19:52.027053
0467ee09-a112-49cf-88c7-8ac4ea372e8e,emt_dialog,737,120,15,152,30,,,,,646,79,91,38,,622,127,148,0,,96,98.111349999999987,2,2026-04-23T06:05:06.141916
fba3e0dc-28cb-429f-a565-f2410bead810,closed_captioning,705,68,10,159,115,0,52,0,0,,32,8,23,270,,97,65,0,47,8,42.76716715494792,2,2026-04-23T03:54:44.197508
f0b97c0f-530b-4053-b81a-18773016e18f,closed_captioning,1674,241,16,480,267,0,285,0,0,,228,87,47,0,,465,559,0,315,275,82.667032877604171,3,2026-04-22T18:56:57.716517
cbad7eb2-cf8c-43d3-b57c-f05c65ba4ad1,closed_captioning,1564,223,11,349,183,0,106,0,0,,13,47,33,0,,276,290,0,335,229,65.517537434895829,3,2026-04-22T17:53:34.903519
4df114ac-7583-4997-a254-6823cbf0ed6f,emt_dialog,679,92,4,213,53,,,,,654,23,25,18,,625,180,148,0,,95,46.3513,2,2026-04-22T14:59:45.477552
a61e25be-c0c1-4ae9-bc30-b8b512788d30,emt_dialog,704,103,7,178,55,,,,,700,48,4,21,,670,123,115,0,,69,46.075483333333331,2,2026-04-22T11:39:52.539797
0dc6cfb9-2375-4da9-b8a6-90db4450056c,emt_dialog,617,45,11,165,57,,,,,605,34,12,16,,587,99,132,0,,80,46.484766666666665,2,2026-04-22T07:30:22.709955
74630b1d-4761-4201-838b-0cfd19da525c,closed_captioning,780,88,4,157,82,0,31,0,0,,42,25,28,0,,78,134,0,79,62,43.419767252604167,2,2026-04-21T20:07:50.728023
8d907f72-b145-458f-a153-d8e60cd370c5,closed_captioning,1027,118,2,279,89,0,100,0,0,,26,30,35,0,,136,216,0,319,194,43.877860514322919,2,2026-04-21T11:50:41.989961
9a38852d-8040-473f-a798-52dbd4489453,closed_captioning,557,66,7,168,119,0,24,0,0,,19,20,8,1,,171,160,0,58,109,21.61826375325521,2,2026-04-21T09:20:08.996684
ae51e4ad-7c8b-4e07-817f-d2ba946bd041,closed_captioning,961,83,5,320,140,0,34,0,0,,75,30,27,0,,178,209,0,109,136,44.41798502604167,3,2026-04-21T08:11:06.900767
9273e147-ff94-4e4b-9675-75cf4b8c1199,closed_captioning,462,58,7,148,93,0,20,0,0,,4,14,13,0,,98,116,0,125,76,22.916666666666668,1,2026-04-20T21:21:32.666373
b4eb6e9c-9fdf-4661-ada4-f172219b7a7f,closed_captioning,1000,160,11,313,173,0,31,0,0,,45,28,10,0,,202,367,0,118,182,42.335347493489586,3,2026-04-20T13:12:04.423747
95d98dff-de7b-448e-9eb5-c17a4fa28e4b,emt_dialog,281,0,0,0,0,,,,,0,219,281,0,,0,0,0,0,,0,79.67515,2,2026-04-20T05:18:15.099965
6fa62a52-786e-45bf-a342-d8cbdf5d449c,closed_captioning,1737,166,7,441,238,0,73,0,0,,92,67,64,200,,193,302,0,413,197,84.583390299479163,3,2026-04-19T06:19:37.025357
2918a2f6-e9a2-46d2-8bad-3ffdf7df3118,closed_captioning,1052,142,4,212,69,0,5,0,0,,8,23,28,0,,95,209,0,155,93,42.750345865885414,3,2026-04-18T19:08:47.888355
367465a3-73c2-4657-b90d-82399bbf3cdf,emt_dialog,815,66,5,211,87,,,,,722,96,56,25,,694,130,168,0,,141,82.51855,1,2026-04-18T17:00:48.407802
ba78214a-8324-4e67-bb52-303ebb097079,closed_captioning,984,111,4,292,148,0,132,1,0,,4,20,26,0,,158,225,0,160,91,42.750345865885414,3,2026-04-18T16:05:59.827882
943fdcba-9e08-46a6-8f69-f1301e5d6007,closed_captioning,587,94,4,121,47,0,14,0,0,,0,7,12,0,,81,143,0,118,71,22.434912109375,3,2026-04-18T14:21:19.953813
bd798b13-5fde-4598-829d-27ebce3e445a,closed_captioning,792,78,2,176,69,0,56,1,0,,75,48,37,250,,93,137,0,75,63,42.18333333333333,3,2026-04-18T04:26:00.972253
f16fc62b-6672-4370-8872-a8ce1a0c131c,closed_captioning,1053,168,10,268,130,0,19,0,0,,26,28,31,0,,126,222,1,183,147,43.66862386067708,2,2026-04-17T21:57:39.339309
0b08277f-d772-48d6-a7b4-1aa972c81da4,closed_captioning,929,128,5,319,152,0,80,0,0,,42,32,30,0,,246,285,0,189,109,42.335347493489586,3,2026-04-17T20:00:48.786278
34259739-d0fa-4500-b928-d79e41b39707,closed_captioning,817,91,5,244,91,0,64,0,0,,180,51,25,0,,124,217,0,186,126,45.4210693359375,3,2026-04-17T11:59:30.040763
838c696f-d73b-495b-8275-6affd0528c6e,emt_dialog,1496,199,10,560,216,,,,,1423,70,73,39,,1322,378,322,0,,365,105.77343333333333,1,2026-04-17T11:58:03.818404
13a3dabd-614a-4779-9bcf-1d40fadd1cd6,closed_captioning,639,47,3,133,47,0,35,2,2,,45,32,35,282,,76,136,0,48,22,42.18333333333333,3,2026-04-17T08:21:11.611459
af24cb42-f6d5-4bbb-b621-9045d70e9a75,emt_dialog,716,0,0,0,0,,,,,0,509,716,0,,0,0,0,0,,0,104.91648333333333,2,2026-04-17T05:45:50.308680
0eae9d0a-7118-4ce7-88c0-3a650e834e35,closed_captioning,420,34,4,84,55,0,20,0,0,,7,26,13,0,,57,53,0,37,29,22.916666666666668,1,2026-04-17T03:13:51.290400
c8292586-1caf-4543-b7c5-5830971c8849,closed_captioning,1355,135,4,431,154,0,142,0,0,,400,84,41,0,,271,408,0,204,184,85.75094401041666,3,2026-04-16T18:53:16.025137
127db080-5a86-428a-8ae8-4f4d7ac86d39,closed_captioning,855,65,4,251,92,0,252,0,0,,84,32,20,0,,181,228,0,70,149,41.541499837239584,3,2026-04-16T14:09:39.709054
d3b93ac8-926f-41f7-91e8-f9e8940875eb,closed_captioning,502,67,2,88,36,0,18,1,0,,5,18,17,70,,65,86,0,56,42,22.1,2,2026-04-16T12:54:26.773678
7b6bf324-1387-4f06-92c3-6c5cf5bc6086,emt_dialog,1811,233,8,601,340,,,,,1703,118,108,49,,1652,332,365,0,,477,101.21223333333334,3,2026-04-16T09:56:35.976042
8ecb6c7e-4a3a-4bfc-84ed-f8d84b001b97,emt_dialog,17,0,0,6,2,,,,,9,475,8,0,,0,1,9,0,,1,37.816116666666666,2,2026-04-16T08:21:53.883962
0d12ca27-19e4-407a-a15f-28665e3acaf4,closed_captioning,961,90,12,241,139,0,56,0,0,,8,19,28,0,,233,221,0,181,142,43.419071451822916,3,2026-04-16T05:27:10.831084
81e7e14c-513b-4b6d-b13d-dfd6cc93477f,closed_captioning,1080,164,10,318,166,0,42,0,0,,26,31,11,0,,155,289,2,207,173,43.66862386067708,3,2026-04-16T02:51:45.648014
afaa610b-8250-4ab1-b88b-72540df5c8b7,closed_captioning,789,84,4,146,65,0,45,1,0,,34,27,23,277,,75,124,0,71,44,42.18333333333333,3,2026-04-15T18:38:07.686928
b3809c7b-4cd1-4f95-ac32-9d645e8a35a2,emt_dialog,612,35,1,257,131,,,,,568,151,43,11,,564,111,97,0,,113,44.85315,2,2026-04-15T04:20:32.647253
53de3106-d0b5-416d-b5af-87bc0331ea65,closed_captioning,592,101,5,136,50,0,20,0,0,,7,12,16,5,,81,116,0,168,75,22.418924967447918,2,2026-04-15T00:27:48.841745
d0935d39-c7f0-4e26-9d32-0b9d5e45cbf3,closed_captioning,507,85,3,100,51,0,20,0,0,,12,16,10,15,,46,68,0,75,36,22.417533365885415,2,2026-04-14T23:31:04.962745
65251fa1-700e-4e3f-b649-06a11e70575e,closed_captioning,491,69,0,125,46,0,22,0,0,,7,15,19,3,,71,95,0,116,65,22.404327392578125,2,2026-04-14T20:30:33.424371
034e826b-b686-4acb-b7c6-76d650a5337e,closed_captioning,522,78,3,107,64,0,15,0,0,,22,7,7,8,,40,83,0,119,68,22.372349039713541,2,2026-04-14T20:30:33.213353
87800bd6-1fd0-4e56-9cd6-4a0d55e67d7b,closed_captioning,479,70,6,128,71,0,25,0,0,,2,8,18,108,,76,110,0,75,63,30.722666422526043,2,2026-04-14T20:28:52.749076
e81041b8-7eac-4915-a9c4-36fbce93d143,closed_captioning,462,59,4,85,28,0,11,0,0,,0,1,13,101,,50,69,0,91,45,29.151332600911459,2,2026-04-14T20:28:52.566115
f3f15f93-b4b0-4912-8701-ed60c8225ae9,closed_captioning,511,45,1,183,70,0,9,0,0,,7,12,8,93,,75,84,0,97,102,28.389333089192707,2,2026-04-14T20:28:52.350496
ebb5ff77-75ab-417a-8202-5fd76389f2ad,closed_captioning,470,52,1,158,59,0,19,0,0,,1,9,9,86,,91,123,0,73,76,28.12933349609375,2,2026-04-14T20:28:52.107009
9123ef32-d5b7-4960-a0ff-3d261d53064f,closed_captioning,472,50,7,119,42,0,13,0,0,,2,7,8,94,,71,89,0,102,67,28.967999267578126,2,2026-04-14T20:28:51.387444
f9e3b2ac-ee57-49c9-a451-ddf75a38f989,closed_captioning,497,51,0,144,58,0,19,0,0,,3,6,9,93,,73,81,0,90,72,28.262666829427083,2,2026-04-14T20:28:51.188066
15ef6cae-213e-425b-8926-2d40e1318a78,closed_captioning,401,50,4,101,44,0,17,0,0,,0,2,12,115,,64,64,0,53,56,28.5739990234375,2,2026-04-14T20:28:50.989232
a236a405-541e-4011-8cfb-4a95be686bc8,closed_captioning,492,73,15,118,49,0,13,2,0,,0,3,6,83,,70,91,0,53,66,27.652667236328124,2,2026-04-14T20:28:50.778263
cc2e806d-3d11-4509-85e3-c7289357cff1,closed_captioning,480,33,3,103,40,0,22,0,0,,3,7,12,71,,62,72,0,62,43,29.48600056966146,2,2026-04-14T20:28:49.847676
38995246-c059-45fe-9f25-e0d6c8ec4070,closed_captioning,908,131,5,270,126,0,43,0,0,,107,45,24,0,,210,241,0,102,109,43.419071451822916,3,2026-04-14T20:24:07.213913
501b7b9b-48d1-4968-b86e-4964ae867f0a,closed_captioning,973,53,3,175,36,0,21,0,0,,18,22,28,0,,90,142,0,269,127,40.91754150390625,3,2026-04-14T20:21:19.519213
90ee50c7-f507-4724-878f-1a90caa34d3c,closed_captioning,1031,125,4,240,98,0,39,0,0,,10,25,22,0,,102,154,0,298,148,40.91754150390625,3,2026-04-14T20:21:17.212437
44c1edaa-5359-4a97-96ae-3bff0d3b09e2,closed_captioning,755,112,4,171,78,0,8,0,0,,13,29,20,0,,84,133,0,76,40,43.419767252604167,2,2026-04-14T18:48:51.808921
983d101a-1a69-4e76-ae66-c3f39b433b87,closed_captioning,902,122,6,241,126,0,27,0,0,,39,25,33,0,,226,222,0,135,93,42.327006022135414,3,2026-04-14T18:19:56.456794
c12db265-97f2-4c52-8a3a-0fed8254b93e,emt_dialog,599,66,7,286,145,,,,,592,98,7,6,,582,95,93,0,,124,44.6913,2,2026-04-14T10:27:34.764102
08c9b10a-000d-4138-ae60-b65af51da6b2,emt_dialog,651,55,15,213,87,,,,,540,174,111,48,,504,139,158,0,,197,82.856666666666655,2,2026-04-14T10:26:41.505511
6c3619cd-7ebe-41fb-aee4-2f9dcc1b589d,closed_captioning,1158,113,2,203,77,0,14,7,6,,26,21,16,0,,149,164,0,394,210,43.917484537760416,3,2026-04-14T03:31:57.802077
b08ca3b4-c675-4430-873a-78ef8adbb101,closed_captioning,1056,145,8,332,178,0,96,0,0,,60,50,22,0,,233,374,0,126,158,42.335347493489586,3,2026-04-13T22:11:46.857620
735ca28a-22e3-4b75-b956-4dcf2c63a0ce,closed_captioning,578,68,3,158,37,0,34,0,0,,7,26,21,0,,112,167,0,225,127,22.1176513671875,2,2026-04-13T13:25:45.663374
e1f6ce8a-177b-4c5d-81ab-85e14e8e72c7,emt_dialog,604,82,3,130,45,,,,,535,330,11,25,,527,50,82,0,,74,76.03485,2,2026-04-13T05:36:11.483217
cc58770b-01f7-499f-a9ef-c9b3ff7898ae,emt_dialog,1006,0,0,45,5,,,,,64,1071,942,9,,35,36,48,0,,20,103.7303,1,2026-04-13T05:09:50.561111
13dccc05-afcf-4372-ae1f-0c354ddab8c3,emt_dialog,1388,0,0,17,1,,,,,19,1047,1366,1,,13,11,12,0,,0,167.27933333333334,2,2026-04-13T04:30:57.054783
5ebe055a-752a-43f9-86d5-94830df16252,emt_dialog,1056,0,0,40,1,,,,,4,1011,1008,0,,3,31,43,0,,12,91.483066666666673,3,2026-04-12T12:29:44.566057
b65e1a2d-ecde-4b69-a5df-4a0beb0bdbb3,emt_dialog,1288,0,0,14,6,,,,,26,1021,1254,3,,15,16,21,0,,8,173.6824,2,2026-04-12T09:56:38.697341
16621d68-f55d-4580-afb0-7aa4d8cf504b,closed_captioning,1126,129,6,292,97,0,23,0,0,,13,19,14,0,,157,282,0,125,102,42.750345865885414,3,2026-04-11T20:42:13.419389
f5a0dd4f-81b4-41f4-a9bc-571ab85d08b4,closed_captioning,748,46,7,90,81,0,111,0,0,,101,8,14,0,,63,60,0,58,19,43.419071451822916,2,2026-04-11T07:47:20.570191
eb7c5429-b5f2-461f-bb5b-6819e8a37678,closed_captioning,973,155,15,263,147,0,23,0,0,,58,31,18,0,,153,272,0,103,136,42.335347493489586,3,2026-04-11T04:05:36.036724
abc4e8ec-4536-4896-8c7f-d9c3c262918e,closed_captioning,708,61,2,171,64,0,84,0,0,,53,63,28,176,,81,164,0,55,47,42.18333333333333,3,2026-04-11T01:54:27.976512
d3e2867d-1236-49d7-a567-8edb3ba54533,closed_captioning,823,76,6,164,96,0,24,0,0,,26,7,11,0,,138,156,0,53,2,43.4600830078125,1,2026-04-11T00:43:31.691964
4fbdbeba-3fe5-4546-964e-0a0cb70bd810,closed_captioning,518,90,4,129,87,0,21,0,0,,5,3,10,25,,75,95,0,103,56,22.1176513671875,2,2026-04-10T10:54:45.562517
ebcc6dc5-c7ea-4428-8609-c82e09cd10e7,closed_captioning,950,136,4,199,75,0,147,12,0,,11,19,31,0,,121,173,0,214,141,43.877860514322919,3,2026-04-10T08:58:47.800489
73d2cd51-19b1-4074-acc9-e54e4eb64526,closed_captioning,1019,97,8,362,153,0,107,2,1,,48,56,22,0,,296,339,0,199,255,42.329093424479169,3,2026-04-09T18:43:39.809737
eeeaca2f-adad-4305-b4ca-6b307059778b,closed_captioning,515,45,3,166,94,0,63,2,2,,14,14,14,71,,91,104,0,144,119,22.1,2,2026-04-09T16:37:35.993406
4fe062eb-2d09-4c39-805c-b81fd770bd99,emt_dialog,968,53,5,266,98,,,,,870,189,98,35,,835,174,195,0,,154,106.08431666666667,2,2026-04-09T09:03:25.641607
3948924a-8bc3-4706-8257-a0107a436790,emt_dialog,1054,0,0,24,5,,,,,31,766,1022,0,,16,24,31,0,,7,163.75581666666668,2,2026-04-09T05:26:01.131243
f6aa991f-0214-4b26-aa68-cffc383e68b6,emt_dialog,958,136,10,237,119,,,,,947,278,10,16,,925,145,151,0,,198,76.6866,2,2026-04-09T04:08:25.097974
7c50e603-4777-44a1-9681-7a5d17c38e45,closed_captioning,698,76,2,219,71,0,65,0,0,,226,84,25,0,,147,219,0,172,145,43.419071451822916,3,2026-04-09T03:13:21.965018
63f77bf4-d91e-4d10-8ccc-da7be971f24a,closed_captioning,1014,94,10,197,88,0,72,0,0,,27,13,32,0,,127,197,0,161,145,44.234468587239583,3,2026-04-09T02:20:31.860076
de56ab16-43ec-42ee-b640-ddf0511b6051,closed_captioning,1331,165,8,406,194,0,93,0,0,,129,80,69,0,,343,382,1,170,151,83.667610677083331,3,2026-04-08T23:07:59.497911
09fcfa5b-9ae4-4941-ba92-ae4c3431dfc9,closed_captioning,1052,88,8,411,156,0,219,0,0,,51,61,27,0,,291,299,0,108,281,41.541499837239584,3,2026-04-08T20:21:18.382659
3ae841be-c7e9-43ca-b079-0014156841a6,closed_captioning,994,106,9,185,76,0,80,19,3,,8,23,33,0,,118,142,0,173,101,43.419071451822916,3,2026-04-08T06:35:12.843731
d302943a-1f93-4866-aac2-0d74d5c7252d,closed_captioning,819,112,11,275,105,0,77,0,0,,188,59,21,0,,278,303,0,83,151,43.419071451822916,3,2026-04-08T03:03:53.221540
230bb165-a130-4d5f-8fd4-1476777d1031,closed_captioning,803,80,4,210,109,0,47,2,0,,118,48,38,0,,180,219,1,102,90,42.330480957031249,3,2026-04-06T20:34:28.889733
4d4eeb72-19b7-48b8-8dfa-16e4aee81de6,closed_captioning,936,159,6,225,117,0,24,0,0,,18,23,18,0,,138,205,0,53,82,42.418766276041666,3,2026-04-06T14:33:11.663967
cfb4726b-2b01-48e7-a3f1-4a4d2508403c,closed_captioning,719,97,5,213,77,0,168,0,0,,167,38,27,0,,164,217,0,138,123,45.4210693359375,3,2026-04-04T09:25:40.824879
fc7ed311-fe23-4faf-8d04-3a1e23892026,closed_captioning,904,140,3,249,119,0,40,0,0,,14,27,28,0,,132,170,1,75,102,42.418070475260414,3,2026-04-04T03:30:48.430181
a568e104-b7d9-4f3c-a410-2e8494184ded,closed_captioning,670,42,12,62,43,0,20,0,0,,32,8,18,285,,96,70,0,40,5,42.76716715494792,2,2026-04-03T23:53:58.195383
912144c8-31e8-4e3a-9e65-cf9f59ecc75d,closed_captioning,948,132,5,308,173,0,83,0,0,,33,20,52,0,,277,318,0,174,123,42.332568359375,3,2026-04-03T20:36:58.656100
a16db447-4978-419d-976d-bd29f5a8fe3e,closed_captioning,964,96,5,270,142,0,76,2,0,,86,20,9,0,,203,301,0,103,158,42.335347493489586,3,2026-04-03T19:51:18.994734
55bceb78-bd15-4684-acb0-e16ce624d9ab,closed_captioning,758,123,6,236,179,0,79,1,0,,10,4,23,0,,111,164,0,50,9,42.250541178385419,1,2026-04-03T16:04:53.099429
69a91e09-a1fe-46bd-b39f-b1d3838d71ee,closed_captioning,1256,173,9,365,117,0,141,0,0,,493,63,34,0,,273,404,0,177,151,89.311442057291671,3,2026-04-03T07:41:26.910428
6d21eea6-2dc9-4d93-bae7-d572d633d383,closed_captioning,798,99,3,190,82,0,24,0,0,,44,32,18,0,,101,133,0,117,65,41.251627604166664,3,2026-04-03T00:53:10.223147
ca5290b3-134c-4042-ab08-ea91621617aa,closed_captioning,1337,130,3,279,68,0,51,1,1,,109,48,97,248,,155,268,0,300,113,84.583333333333329,3,2026-04-03T00:28:03.222631
e3e0d52b-2c44-4097-9fbf-a43caa721850,closed_captioning,875,110,1,215,112,0,52,0,0,,14,44,29,0,,126,128,0,221,100,43.417818196614583,3,2026-04-02T23:33:17.085487
f717f7b3-d692-4807-b3fc-36deaca64137,closed_captioning,561,58,4,199,95,0,27,1,0,,5,33,9,85,,118,151,0,158,134,22.1,2,2026-04-02T23:27:49.818305
fd2070b4-3dcf-4cd1-b535-2afe3a46e214,closed_captioning,1134,128,7,355,117,0,21,0,0,,11,17,39,0,,220,272,0,277,222,43.783740234375,2,2026-04-02T19:58:29.875641
7063d561-9111-4021-8088-5ade6d0a0dd2,closed_captioning,498,58,5,166,83,0,70,3,0,,3,4,20,70,,85,94,0,141,95,22.1,2,2026-04-02T14:16:50.610341
3eb3d44b-0481-4182-b358-68e441feb82a,closed_captioning,1166,145,12,261,143,0,24,0,0,,34,41,31,0,,232,276,0,172,186,43.419767252604167,3,2026-04-02T13:21:16.309344
c7714d77-c27d-4553-9080-8a8abd12328f,emt_dialog,1403,1,0,67,20,,,,,92,1413,1310,0,,61,79,91,0,,22,97.4411,3,2026-04-02T08:05:11.048003
76680231-0676-407e-8f27-5318cbca1e1c,emt_dialog,2069,1,0,63,14,,,,,85,2086,1984,3,,43,61,75,0,,27,202.99278333333331,3,2026-04-02T05:05:32.826092
0898e25c-8ef1-43a3-852b-b924345654f0,closed_captioning,616,58,0,203,37,0,21,0,0,,7,21,19,0,,132,174,0,259,174,22.1176513671875,2,2026-04-02T04:38:52.304160
0041b4fb-c0f1-4452-9e9c-454bb3a90f32,closed_captioning,1054,148,14,351,165,0,34,0,0,,36,45,15,0,,236,343,0,178,190,42.33604329427083,3,2026-04-02T02:35:04.972521
5a626266-06ed-4051-a040-6fceb4c25bd2,closed_captioning,652,114,4,119,42,0,13,1,0,,37,38,17,73,,82,139,0,161,57,42.334651692708334,3,2026-04-01T11:22:52.792458
597cec98-e9e4-42c0-b6c4-5860159f5d88,closed_captioning,820,46,3,138,78,0,24,0,0,,20,31,19,0,,85,127,0,96,48,43.68113606770833,2,2026-04-01T03:30:56.207083
5a3e90c7-da61-496b-bf85-abdabb73214c,closed_captioning,403,40,3,103,76,0,2,0,0,,6,12,10,361,,37,49,0,1,0,55.089998372395833,2,2026-03-31T18:01:10.535188
a160b99e-b486-4edd-a050-5ae817b838d3,closed_captioning,1041,141,15,258,142,0,37,11,0,,11,23,25,0,,178,197,2,212,171,43.917484537760416,3,2026-03-31T17:48:50.363939
5e77031f-f14e-45d1-90e7-afcd9bd6cc03,closed_captioning,825,97,2,242,156,0,38,0,0,,4,20,22,0,,140,125,1,94,30,42.225516764322919,1,2026-03-31T17:48:48.417032
a97791bc-982f-4090-8e94-366408d8b3fc,closed_captioning,1107,82,18,320,177,0,65,2,0,,16,26,27,0,,148,203,0,174,177,44.099609375,2,2026-03-31T17:48:47.249413
b3c06c49-ade6-4825-8a6c-3d4aa80eb159,closed_captioning,614,58,6,108,78,0,21,0,0,,20,6,21,0,,122,109,0,8,3,42.184505208333334,2,2026-03-31T17:48:47.037249
d6c91687-5bdc-49bd-a767-679e5ad88350,closed_captioning,716,84,5,173,134,0,61,1,1,,91,7,29,273,,44,89,0,55,3,64.416666666666671,1,2026-03-31T17:48:46.797537
05fe0558-49c3-4e03-abb8-76c6e1a73949,closed_captioning,1100,163,5,366,201,0,30,0,0,,30,50,24,0,,299,365,0,213,229,42.335347493489586,3,2026-03-31T17:48:44.080494
9fe18959-ce19-4451-96a9-0aaa678faba6,emt_dialog,1011,4,0,30,5,,,,,47,781,945,11,,37,16,25,0,,7,140.40415,1,2026-03-31T12:50:58.442183
49624573-5df2-4820-95ca-7c7f8ed860e5,emt_dialog,1021,148,16,236,129,,,,,965,150,56,37,,933,122,139,0,,204,100.68113333333334,2,2026-03-31T04:14:45.353673
54ec7db2-e150-4cc1-8285-324297217568,emt_dialog,1497,82,10,587,359,,,,,1419,269,78,369,,1378,492,465,0,,484,82.7332,3,2026-03-30T16:05:36.043586
58335571-3d17-41f7-b5d4-71a0759f2378,closed_captioning,1016,144,10,305,179,0,22,0,0,,29,32,15,0,,224,281,0,84,162,42.418070475260414,3,2026-03-29T01:15:36.377280
ed0fa155-76ff-42e0-b84b-c685d0c13598,closed_captioning,685,52,15,77,52,0,19,0,0,,14,10,24,300,,89,44,0,36,4,42.76716715494792,2,2026-03-28T12:18:26.367008
22b712e7-1ce7-40cf-9e09-2805bc60db5f,closed_captioning,512,70,1,136,33,0,3,0,0,,2,9,12,16,,97,149,0,113,64,22.418229166666666,2,2026-03-27T23:11:11.200098
bd4afa16-001e-494f-bb34-628b4c877e4f,closed_captioning,539,60,0,128,60,0,68,5,0,,4,15,11,14,,51,104,0,92,54,22.418229166666666,2,2026-03-27T23:10:48.746552
83bd3068-6163-439f-8d21-e318f8c1c8d5,closed_captioning,529,64,3,136,31,0,20,0,0,,4,12,24,6,,87,116,0,160,81,22.418229166666666,2,2026-03-27T23:06:09.415664
257e1bb4-5a06-4628-842d-dfbf9f1e6225,closed_captioning,538,80,3,114,45,0,16,0,0,,4,5,4,12,,65,102,0,166,84,22.418229166666666,2,2026-03-27T20:03:27.122045
051eebc3-e786-4f9f-bfa6-a3f14884b22f,closed_captioning,482,60,1,114,51,0,13,0,0,,2,4,13,10,,47,108,0,81,15,22.418924967447918,2,2026-03-27T20:02:52.642739
4e335459-3bcf-4d85-886b-5682af9eaa63,closed_captioning,747,88,3,135,81,0,10,0,0,,8,7,17,0,,92,92,0,60,8,43.4600830078125,1,2026-03-27T17:28:44.640194
9a323cb7-6c99-4b6d-a750-b9495bfc5e39,closed_captioning,1004,120,8,301,98,0,43,0,0,,17,42,28,0,,224,271,0,171,187,43.783740234375,3,2026-03-27T15:59:05.354468
e69a0517-3afb-4e34-b9a2-6c1df2cea4a1,closed_captioning,812,93,9,254,135,0,144,0,0,,181,42,31,0,,184,182,0,119,123,45.144405110677084,3,2026-03-26T20:25:41.431720
4d826b70-50cf-4d50-88bd-46f4b0d16a9b,closed_captioning,626,61,2,237,130,0,31,0,0,,7,20,5,8,,150,171,0,167,133,22.418229166666666,2,2026-03-26T19:43:07.413111
744ad21f-d61b-4f32-a4a9-7b1b54730905,closed_captioning,983,148,24,189,89,0,16,0,0,,27,10,24,0,,140,193,0,119,113,42.41737467447917,3,2026-03-26T07:26:11.495694
035c7d7d-5b34-4215-968e-465f7585a36b,closed_captioning,841,107,2,249,124,0,49,0,0,,72,26,21,0,,164,216,0,140,77,41.334627278645833,3,2026-03-25T20:00:54.957025
264a09bf-078e-4ff7-82f3-be3d680a5f84,closed_captioning,1144,132,5,334,171,0,32,0,0,,28,56,23,0,,258,338,1,220,172,42.833902994791664,3,2026-03-25T18:19:12.264482
1af74a63-9f48-4108-861e-ff5d870d8cdd,closed_captioning,652,49,0,268,123,0,24,0,0,,5,19,5,12,,120,162,0,254,185,22.418229166666666,2,2026-03-24T19:06:36.470414
d2dba159-38ac-48f4-8e0a-6ad8ab75ce80,closed_captioning,1924,267,9,576,326,0,190,0,0,,19,52,47,0,,370,537,0,211,136,85.251139322916671,3,2026-03-24T16:56:46.534410
b8b6484e-f477-4f0e-b7b8-d892a388340d,closed_captioning,833,81,3,228,139,0,33,0,0,,23,53,16,0,,119,160,0,147,86,43.418375651041664,3,2026-03-24T09:39:54.370132
d9f8041f-daaa-4b16-b5b7-f18caa3b1470,closed_captioning,824,91,0,273,172,0,98,1,0,,14,4,12,0,,117,100,0,144,31,42.14766031901042,2,2026-03-24T05:29:00.095816
28815a40-408b-4e1f-b95d-a5ab4c4fa509,closed_captioning,1057,166,4,313,139,0,30,0,0,,15,25,37,12,,138,209,0,287,163,43.750374348958331,3,2026-03-23T20:13:40.402735
838cbce2-0fb6-4991-8863-c7dacc115df9,closed_captioning,885,100,5,238,143,0,16,0,0,,11,47,25,0,,115,151,0,235,94,43.417818196614583,3,2026-03-23T18:40:41.155707
